number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,exchange rate,LAT,LNG,timestamp,transaction year,transaction month,transaction day,filled decoration year,total
3,1.75,1650,5100,1.0,0,0,5,1040,610,1908,7.727697032,47.685746,-122.281589,1400716800,2014,5,22,1908,599999.9999814224
4,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,6.575608779,47.391319,-122.314971,1400716800,2014,5,22,2013,604699.9999185981
4,2.5,2980,8107,2.0,0,0,3,2980,0,2000,7.267392737,47.584223,-121.791951,1400716800,2014,5,22,2000,622499.9999208243
3,1.75,2060,12558,1.0,0,0,4,1350,710,1984,7.530851735,47.68099,-122.120531,1400716800,2014,5,22,1984,625000.0000062068
4,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,6.261659456,47.622542,-122.04421,1400716800,2014,5,22,2004,635699.9999446179
4,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,6.42677849,47.675982,-122.193578,1400716800,2014,5,22,1988,648360.0000168484
4,2.5,2860,12394,2.0,0,0,3,2860,0,1999,7.392516729,47.586092,-122.037436,1400716800,2014,5,22,1999,654999.9999997105
4,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,6.574897161,47.540246,-122.268545,1400716800,2014,5,22,2005,656999.9999569941
3,2.5,2670,10496,2.0,0,0,3,2670,0,1989,7.578611622,47.622542,-122.04421,1400716800,2014,5,22,1989,657500.0000602282
3,2.5,2450,4332,2.0,0,0,3,2450,0,2010,6.423500478,47.669256,-122.008454,1400716800,2014,5,22,2010,660000.0001163323
4,2.5,2600,17388,2.0,0,0,3,2600,0,1996,6.234244658,47.499429,-122.110157,1400716800,2014,5,22,1996,665000.0000358145
3,2.0,2000,3207,1.0,0,0,4,1100,900,1916,7.906109177,47.678255,-122.338152,1400716800,2014,5,22,1916,677000.0000629118
4,2.5,2930,18199,2.0,0,0,3,2930,0,1998,6.199472309,47.586092,-122.037436,1400716800,2014,5,22,2006,749000.0000658836
4,2.5,2350,8001,2.0,0,0,4,2350,0,1987,6.014072323,47.557627,-122.151005,1400716800,2014,5,22,1987,770000.0000470532
4,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,6.603993764,47.667527,-122.377551,1400716800,2014,5,22,1950,804999.9999864687
4,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,7.863375638,47.68099,-122.120531,1400716800,2014,5,22,2000,909999.9998674716
4,3.0,4260,18687,2.0,0,0,3,4260,0,1996,6.104846034,47.586092,-122.037436,1400716800,2014,5,22,1996,999999.9998520282
4,3.25,3440,35021,2.0,0,0,3,3440,0,1983,6.988053082,47.675982,-122.193578,1400716800,2014,5,22,2009,1050000.000081611
4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,6.507545355,47.618337,-122.205341,1400716800,2014,5,22,1988,1049999.9999643192
4,3.75,3860,5474,2.5,0,0,3,3860,0,2007,6.311150119,47.557085,-122.007748,1400716800,2014,5,22,2007,1051000.000106868
4,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,6.273311647,47.605797,-122.099118,1400716800,2014,5,22,1992,1075000.0001478752
3,2.75,2890,12130,2.0,0,3,4,2830,60,1987,6.959326412,47.675982,-122.193578,1400716800,2014,5,22,1987,1169999.9999893422
1,0.75,430,5050,1.0,0,0,2,430,0,1912,7.893801545,47.662086,-121.89187,1400803200,2014,5,23,1912,79999.9999887843
2,1.0,580,7500,1.0,0,0,3,580,0,1943,6.871645286,47.499387,-122.243852,1400803200,2014,5,23,2002,89999.99999535954
3,1.0,1080,10500,1.0,0,0,3,1080,0,1967,7.310476713,47.310617,-122.263291,1400803200,2014,5,23,2011,132499.9999856966
2,1.0,1300,44431,1.0,0,0,5,1300,0,1958,7.795886732,47.310617,-122.263291,1400803200,2014,5,23,1958,175000.00002004963
3,1.0,960,9633,1.0,0,0,5,960,0,1982,7.6769696,47.216372,-121.912906,1400803200,2014,5,23,1982,218000.00001379833
2,1.0,1300,11867,1.5,0,0,4,1300,0,1975,6.419407922,47.34621,-121.881291,1400803200,2014,5,23,1975,224999.9999873488
4,2.5,1810,39639,1.0,0,0,3,1230,580,1970,6.509769259,47.367737,-122.117029,1400803200,2014,5,23,2014,234999.99991920593
2,1.0,1140,1730,1.5,0,0,3,1010,130,2007,7.021747638,47.555647,-122.37959,1400803200,2014,5,23,2007,235000.00004400467
4,1.0,1450,8960,1.0,0,0,3,1450,0,1943,7.591317334,47.500058,-122.357848,1400803200,2014,5,23,2002,244000.0000029171
3,2.0,1490,8371,1.5,0,0,3,1490,0,1984,6.796552538,47.405479,-122.195772,1400803200,2014,5,23,1984,254999.999968291
3,1.75,1620,7540,1.0,0,0,3,1310,310,1988,6.501755178,47.419378,-121.958008,1400803200,2014,5,23,2000,257999.9999684852
4,2.5,1960,9898,2.0,0,0,3,1960,0,2001,7.144448577,47.367214,-122.198051,1400803200,2014,5,23,2001,259585.57144168788
4,1.5,1930,15531,2.0,0,0,3,1930,0,1979,7.367727054,47.304801,-122.316969,1400803200,2014,5,23,2014,274999.99994360027
2,1.0,1340,7788,1.0,0,2,3,1340,0,1947,7.939605123,47.499387,-122.243852,1400803200,2014,5,23,2012,300000.00000388623
2,1.0,780,13500,1.0,0,0,4,780,0,1946,7.090862107,47.752379,-122.060283,1400803200,2014,5,23,1989,305999.9999641267
3,1.0,1920,6862,1.0,0,2,3,1120,800,1952,7.112874053,47.540246,-122.268545,1400803200,2014,5,23,2008,325000.00001216476
4,2.5,2210,6080,1.0,0,2,4,1410,800,1965,6.379755351,47.499387,-122.243852,1400803200,2014,5,23,1965,334000.0000560784
4,2.5,1750,8476,1.0,0,0,4,1240,510,1983,7.266247882,47.442737,-122.123973,1400803200,2014,5,23,1983,335000.00004165387
3,1.0,1010,11244,1.0,0,0,4,1010,0,1947,6.26221981,47.754413,-122.300477,1400803200,2014,5,23,1988,349999.9999496158
3,2.0,1220,1186,3.0,0,0,3,1220,0,2007,6.301925006,47.678255,-122.338152,1400803200,2014,5,23,2007,354999.999965431
3,2.0,1270,1323,3.0,0,0,3,1270,0,2006,6.876001999,47.678255,-122.338152,1400803200,2014,5,23,2006,359999.99999063666
5,1.75,2120,8399,1.0,0,0,4,1320,800,1942,7.899391937,47.740485,-122.342826,1400803200,2014,5,23,1982,377691.0000543296
3,1.0,1800,5612,1.0,0,0,4,1200,600,1942,7.095420898,47.555647,-122.37959,1400803200,2014,5,23,1982,382999.9999899629
4,2.5,2440,7155,2.0,0,0,3,2440,0,1993,6.936613226,47.442737,-122.123973,1400803200,2014,5,23,1993,387999.9999654175
3,1.75,2420,12676,2.0,0,0,3,2420,0,1911,6.079860631,47.388327,-121.606221,1400803200,2014,5,23,1986,399500.0000669432
3,2.0,1540,1827,2.0,0,0,3,1540,0,2005,7.496633088,47.557085,-122.007748,1400803200,2014,5,23,2005,401999.9999376373
3,2.0,1650,9641,1.5,0,0,3,1650,0,1983,6.382527235,47.715769,-122.213748,1400803200,2014,5,23,2009,410000.0000201945
3,1.5,1110,9762,1.0,0,0,4,1110,0,1963,6.219863146,47.68099,-122.120531,1400803200,2014,5,23,1963,415999.9999668404
4,1.75,1830,9600,1.0,0,0,4,1010,820,1966,6.548911625,47.557627,-122.151005,1400803200,2014,5,23,1966,432999.99999597506
4,2.5,2380,12067,2.0,0,0,3,2380,0,2002,7.913439646,47.499429,-122.110157,1400803200,2014,5,23,2002,439949.9999691303
4,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,6.365072631,47.493732,-121.998724,1400803200,2014,5,23,1965,440000.0000583836
3,2.0,1630,8702,1.0,0,0,3,1630,0,1987,7.350599714,47.512527,-122.190248,1400803200,2014,5,23,2000,445000.0000333104
3,2.0,1560,4080,2.0,0,0,3,1560,0,1923,6.660808621,47.685746,-122.281589,1400803200,2014,5,23,1982,449950.0000109145
3,1.0,1670,4005,1.5,0,0,4,1170,500,1939,7.75579644,47.687761,-122.38487,1400803200,2014,5,23,1989,460000.0000544657
3,1.75,1300,2580,1.0,0,0,5,820,480,1919,7.2411004,47.685746,-122.281589,1400803200,2014,5,23,1934,461999.99996435107
3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,7.617726528,47.536464,-122.394409,1400803200,2014,5,23,1968,464599.9999782829
4,2.75,2430,20720,1.0,0,0,3,2430,0,1967,6.501126739,47.760785,-122.130531,1400803200,2014,5,23,2011,465425.00006493554
3,1.75,1620,8645,1.0,0,0,3,1190,430,1973,6.881304491,47.68099,-122.120531,1400803200,2014,5,23,2013,467099.9999614153
3,2.25,1670,1596,2.0,0,0,3,1220,450,2002,6.38080488,47.651371,-122.407349,1400803200,2014,5,23,2002,505000.0000094886
2,1.0,1680,6500,1.0,0,0,4,1140,540,1941,6.438224159,47.536464,-122.394409,1400803200,2014,5,23,1998,515000.00004672
3,1.75,1680,3420,1.0,0,0,3,960,720,1992,6.684638974,47.685746,-122.281589,1400803200,2014,5,23,1992,525999.9999150723
4,1.75,1814,5000,1.0,0,0,4,944,870,1951,6.399581768,47.685746,-122.281589,1400803200,2014,5,23,1999,530000.0000750679
3,2.5,2210,7620,2.0,0,0,3,2210,0,1994,6.643409481,47.68099,-122.120531,1400803200,2014,5,23,1994,534999.9999486479
4,3.0,2830,213879,2.0,0,0,4,2830,0,1987,7.178103558,47.287074,-122.113839,1400803200,2014,5,23,1987,549899.9995127076
3,2.5,2510,5400,2.0,0,0,3,2510,0,1992,6.441723107,47.512527,-122.190248,1400803200,2014,5,23,1992,549999.9999684767
3,2.0,1830,9152,1.0,0,0,5,1830,0,1959,7.682826806,47.557627,-122.151005,1400803200,2014,5,23,1959,550000.0000014945
3,1.0,1430,5000,1.0,0,0,4,1080,350,1919,6.474216143,47.685746,-122.281589,1400803200,2014,5,23,1985,551999.999962019
4,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,7.051931956,47.451576,-122.352986,1400803200,2014,5,23,1982,554819.9999018643
5,2.5,3840,16905,2.0,0,0,3,3840,0,1991,7.891751537,47.311491,-122.36281,1400803200,2014,5,23,1991,555999.9999627058
3,2.5,1620,1173,3.0,0,4,3,1470,150,2008,7.439905095,47.678255,-122.338152,1400803200,2014,5,23,2008,580000.0000216439
3,2.0,1670,4572,1.5,0,0,3,1670,0,1931,6.397338503,47.687761,-122.38487,1400803200,2014,5,23,1931,585000.0000117612
3,2.75,1960,2500,1.5,0,0,5,1410,550,1926,7.634896023,47.678255,-122.338152,1400803200,2014,5,23,1926,598999.999986802
3,1.0,1500,3920,1.0,0,0,3,1000,500,1947,7.827932135,47.667527,-122.377551,1400803200,2014,5,23,2012,605999.9999963797
3,2.5,2600,10092,1.0,0,0,3,2600,0,1984,7.535011797,47.622542,-122.04421,1400803200,2014,5,23,1984,625000.0000432972
4,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,7.948934884,47.631863,-122.344267,1400803200,2014,5,23,1994,648474.9999115017
4,4.0,2290,6250,1.5,0,0,5,1690,600,1940,7.33159085,47.574245,-122.400222,1400803200,2014,5,23,1940,661253.999976837
3,2.75,1800,9550,1.0,0,0,4,1320,480,1966,7.739331702,47.557627,-122.151005,1400803200,2014,5,23,1966,664999.9999689658
4,2.0,1590,6750,1.0,0,0,3,1590,0,1951,7.629298406,47.63714,-122.321891,1400803200,2014,5,23,1994,670499.9999932228
4,2.5,2560,36601,2.0,0,0,4,2560,0,1987,6.00736549,47.586092,-122.037436,1400803200,2014,5,23,1987,675000.0000959784
3,2.5,2390,9157,2.0,0,0,3,2390,0,1984,7.51376093,47.68099,-122.120531,1400803200,2014,5,23,1984,735000.000025127
4,2.5,2380,9614,2.0,0,0,4,2380,0,1991,7.321544189,47.557627,-122.151005,1400803200,2014,5,23,1991,782000.0001176008
4,2.75,3500,7200,2.0,0,0,3,3500,0,2005,6.711249356,47.669256,-122.008454,1400803200,2014,5,23,2005,788599.9999326814
4,2.25,2530,9200,1.0,0,0,5,1570,960,1976,7.131716934,47.557627,-122.151005,1400803200,2014,5,23,1976,902000.0000706504
4,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,7.244415275,47.618337,-122.205341,1400803200,2014,5,23,2008,945000.000078461
5,3.25,3400,7452,2.0,0,0,3,3400,0,1999,6.296567879,47.613825,-122.144365,1400803200,2014,5,23,1999,950000.0000236344
4,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,6.616966949,47.651371,-122.407349,1400803200,2014,5,23,2011,980000.0001045197
3,4.0,4380,42769,2.0,0,0,5,4380,0,1983,6.032557012,47.68099,-122.120531,1400803200,2014,5,23,1983,1049999.9997885365
4,3.5,4740,172497,2.0,0,0,3,4740,0,2003,7.821522699,47.669256,-122.008454,1400803200,2014,5,23,2003,1200000.00023447
4,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,7.974418117,47.687761,-122.38487,1400803200,2014,5,23,2000,1324999.9999007145
4,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,7.401906422,47.567779,-122.232795,1400803200,2014,5,23,2009,1609999.9998496652
2,1.0,720,7200,1.0,0,0,5,720,0,1943,6.244470507,47.442737,-122.123973,1400889600,2014,5,24,1943,198999.9999921868
3,1.75,1260,6908,1.0,0,0,3,1260,0,1994,6.850612188,47.419378,-121.958008,1400889600,2014,5,24,1994,245000.00004876265
4,1.5,2670,10026,2.0,0,0,3,2670,0,1996,6.997628167,47.287074,-122.113839,1400889600,2014,5,24,1996,347000.0001101822
4,1.75,1960,9300,1.0,0,0,5,1340,620,1979,6.586427724,47.388327,-121.606221,1400889600,2014,5,24,1979,371999.9999612385
3,2.5,2460,4399,2.0,0,0,3,2460,0,2007,6.721273834,47.584223,-121.791951,1400889600,2014,5,24,2007,440500.0001045596
3,1.0,1370,3000,1.5,0,0,3,1370,0,1924,6.545550229,47.678255,-122.338152,1400889600,2014,5,24,2011,479000.0000461106
3,2.5,1740,5782,2.0,0,0,4,1740,0,1989,6.661389457,47.557085,-122.007748,1400889600,2014,5,24,1989,496699.99994759983
4,2.5,3670,7000,2.0,0,0,3,3670,0,2005,7.916343913,47.586092,-122.037436,1400889600,2014,5,24,2005,820000.0000981727
4,4.25,5584,68257,2.0,0,0,3,5584,0,1998,7.704533524,47.662086,-121.89187,1400889600,2014,5,24,2006,1680000.0000920394
3,1.75,1570,8459,1.0,0,0,3,1570,0,1991,7.089044176,47.216372,-121.912906,1400976000,2014,5,25,1991,195000.0000337944
3,2.5,1560,4200,2.0,0,0,3,1560,0,2003,6.24994398,47.419378,-121.958008,1400976000,2014,5,25,2003,295000.0000222996
4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,7.735690115,47.446413,-122.272098,1400976000,2014,5,25,1984,324999.99999699235
3,2.5,1620,7410,1.0,0,0,5,1620,0,1955,7.524871023,47.740485,-122.342826,1400976000,2014,5,25,1955,355300.00005619647
3,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,7.148115862,47.68099,-122.120531,1400976000,2014,5,25,2013,674999.9999111355
3,1.0,1140,8800,1.0,0,0,3,1140,0,1972,6.534407034,47.310617,-122.263291,1401062400,2014,5,26,2002,172500.00001305272
3,1.0,1140,5000,1.0,0,0,3,1140,0,1960,6.526659269,47.544034,-122.349874,1401062400,2014,5,26,2012,276000.0000001867
4,2.5,2100,3916,2.0,0,0,3,2100,0,2009,7.155884347,47.442737,-122.123973,1401062400,2014,5,26,2009,346000.0001043302
3,2.5,1780,4050,2.0,0,0,3,1780,0,2001,7.196126429,47.754413,-122.300477,1401062400,2014,5,26,2001,369999.9999854827
3,1.5,1690,9144,1.0,0,0,4,1140,550,1956,7.755012679,47.755665,-122.248061,1401062400,2014,5,26,1956,379950.0000238461
2,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,6.298963315,47.734333,-121.855307,1401062400,2014,5,26,1992,459999.99992103025
3,2.0,2130,35169,1.0,0,0,4,2130,0,1989,7.919692933,47.760785,-122.130531,1401062400,2014,5,26,1989,880000.000120528
2,1.0,1180,9350,1.0,0,0,3,1180,0,1918,6.039673228,47.499387,-122.243852,1401148800,2014,5,27,1918,159999.99999472187
3,1.0,910,5250,1.0,0,0,4,910,0,1971,6.54046449,47.451576,-122.352986,1401148800,2014,5,27,1971,244000.0000262297
3,1.0,960,8100,1.0,0,0,3,960,0,1955,6.505208118,47.754413,-122.300477,1401148800,2014,5,27,2005,254999.9999911866
3,2.0,1630,8018,1.0,0,0,3,1630,0,2003,6.594944723,47.261769,-122.248889,1401148800,2014,5,27,2003,259999.9999992716
3,2.5,1658,2700,2.0,0,0,3,1658,0,2014,6.028992568,47.391319,-122.314971,1401148800,2014,5,27,2014,263899.99999299407
3,2.5,1440,7741,1.0,0,0,4,1000,440,1983,6.470325431,47.405479,-122.195772,1401148800,2014,5,27,1983,265000.00003670953
4,2.0,1930,6600,1.0,0,0,4,1030,900,1967,7.282104033,47.489569,-122.29996,1401148800,2014,5,27,1967,267999.99999854126
3,1.75,1670,7415,1.0,0,0,3,1320,350,1987,6.612528304,47.367737,-122.117029,1401148800,2014,5,27,2000,274949.99998154835
3,1.0,1200,6250,1.0,0,0,3,920,280,1943,7.732405794,47.489569,-122.29996,1401148800,2014,5,27,2002,279999.99995416804
3,2.5,1680,15711,1.0,0,0,3,1240,440,1994,7.465209113,47.405479,-122.195772,1401148800,2014,5,27,1994,282000.0000240416
5,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,6.313290689,47.499387,-122.243852,1401148800,2014,5,27,2003,292049.9999715831
5,1.0,1410,6400,1.0,0,0,5,960,450,1955,6.450548336,47.391319,-122.314971,1401148800,2014,5,27,1955,295832.0000447454
3,1.0,900,7500,1.0,0,0,4,900,0,1972,7.626916963,47.715769,-122.213748,1401148800,2014,5,27,1972,304000.00002231874
4,1.0,2100,9288,1.0,0,0,4,1050,1050,1968,6.563261815,47.442737,-122.123973,1401148800,2014,5,27,1968,305000.0000778919
4,2.5,1630,4473,2.0,0,0,3,1630,0,2003,7.856155238,47.419378,-121.958008,1401148800,2014,5,27,2003,312900.0000271183
3,1.75,1320,6205,1.0,0,0,5,1320,0,1948,6.533499304,47.740485,-122.342826,1401148800,2014,5,27,1985,312999.99992831715
3,1.75,1780,13095,1.0,0,0,4,1780,0,1983,6.114127865,47.367737,-122.117029,1401148800,2014,5,27,1983,324999.99995736574
2,1.0,880,7683,1.0,0,0,3,880,0,1942,7.142739152,47.742239,-122.376608,1401148800,2014,5,27,1999,326100.0000426735
3,1.0,1810,12375,2.0,0,0,3,1810,0,1970,6.392556834,47.760785,-122.130531,1401148800,2014,5,27,2014,326499.9999946057
4,2.5,1720,9600,1.0,0,0,3,1120,600,1961,6.482026482,47.287074,-122.113839,1401148800,2014,5,27,2004,328211.90480015986
3,1.0,1600,5952,1.0,0,0,4,1150,450,1964,7.671921526,47.544034,-122.349874,1401148800,2014,5,27,1964,329000.0000314519
4,2.0,2330,6250,1.0,0,0,4,1400,930,1941,7.393825072,47.367214,-122.198051,1401148800,2014,5,27,1998,344950.0000208018
2,1.5,1180,844,2.0,0,0,3,990,190,2005,6.09368612,47.585627,-122.29196,1401148800,2014,5,27,2005,344999.9999740121
4,2.25,1810,4970,2.0,0,0,3,1810,0,2003,6.94210626,47.499429,-122.110157,1401148800,2014,5,27,2003,354999.9999463725
3,1.0,1570,9467,1.0,0,0,3,1570,0,1954,7.533967284,47.742239,-122.376608,1401148800,2014,5,27,2005,360000.0000255933
3,1.0,1050,9206,1.5,0,0,3,1050,0,1954,7.255256181,47.716513,-122.295829,1401148800,2014,5,27,2005,360000.0000456495
2,2.25,1280,835,2.0,0,0,3,1080,200,2009,6.340426516,47.540246,-122.268545,1401148800,2014,5,27,2009,369999.99997915496
3,1.5,2000,7294,1.0,0,0,3,1520,480,1965,7.073732358,47.540246,-122.268545,1401148800,2014,5,27,1993,374999.9999808932
3,1.75,1440,8775,1.0,0,0,3,1440,0,1973,6.725139101,47.715769,-122.213748,1401148800,2014,5,27,2013,375000.0000642418
5,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,6.781275514,47.755665,-122.248061,1401148800,2014,5,27,1962,388999.99995777826
4,2.5,2870,9292,2.0,0,0,3,2540,330,1979,6.55849658,47.442737,-122.123973,1401148800,2014,5,27,2014,399000.00002608186
3,3.0,1296,1051,3.0,0,0,3,1296,0,2009,7.752708834,47.716513,-122.295829,1401148800,2014,5,27,2009,399949.99997024547
2,1.0,1470,6120,1.0,0,0,2,1470,0,1940,7.921153912,47.685746,-122.281589,1401148800,2014,5,27,1940,399999.9999949063
3,1.75,1980,8100,1.0,0,0,4,1310,670,1949,7.097482313,47.740485,-122.342826,1401148800,2014,5,27,1985,404999.9999261582
2,1.0,910,6490,1.0,0,0,3,910,0,1942,7.462753495,47.685746,-122.281589,1401148800,2014,5,27,1999,405000.0000074937
3,2.25,1950,8868,1.0,0,0,3,1350,600,1964,7.024155988,47.754413,-122.300477,1401148800,2014,5,27,2000,415000.00002331694
5,1.5,1900,10226,1.0,0,0,3,1130,770,1961,6.092162104,47.715769,-122.213748,1401148800,2014,5,27,2004,414999.99996854673
3,2.5,1870,5449,2.0,0,0,3,1870,0,2003,7.379252621,47.753344,-122.201952,1401148800,2014,5,27,2003,424999.99998368387
3,1.0,1270,4000,1.5,0,2,3,1270,0,1928,7.093506535,47.555647,-122.37959,1401148800,2014,5,27,1954,434999.99998595053
3,1.75,1650,12940,1.0,0,0,4,1650,0,1961,7.596956042,47.755665,-122.248061,1401148800,2014,5,27,2001,438000.0000049322
4,2.5,2520,8515,2.0,0,0,3,2520,0,1999,6.993825614,47.734333,-121.855307,1401148800,2014,5,27,1999,449999.9999913196
4,3.25,2510,5311,2.0,0,0,3,2510,0,2009,7.961571757,47.512527,-122.190248,1401148800,2014,5,27,2009,450800.0000481764
3,2.0,1460,10311,1.0,0,0,4,1460,0,1975,6.537449049,47.68099,-122.120531,1401148800,2014,5,27,1975,455499.9999700976
3,2.5,2420,8252,2.0,0,0,3,2420,0,1998,7.130913342,47.584223,-121.791951,1401148800,2014,5,27,2006,455600.0000330033
3,1.75,1840,4030,1.0,0,0,5,1050,790,1925,6.183087908,47.534862,-122.305794,1401148800,2014,5,27,1925,457500.0000043698
3,3.5,1600,1431,2.0,0,0,3,1240,360,2006,6.454857452,47.687761,-122.38487,1401148800,2014,5,27,2006,460000.0000097126
3,2.0,1560,8640,1.0,0,0,5,1560,0,1967,6.715297245,47.715769,-122.213748,1401148800,2014,5,27,1967,464999.9999941495
2,1.0,1160,6000,1.0,0,0,4,860,300,1942,7.189056141,47.685746,-122.281589,1401148800,2014,5,27,1982,467999.9999926681
4,2.75,1720,6270,2.0,0,0,3,1720,0,1978,6.588846017,47.540246,-122.268545,1401148800,2014,5,27,1978,476999.99992288474
3,1.0,1150,4945,1.0,0,2,3,1150,0,1943,7.494733779,47.555647,-122.37959,1401148800,2014,5,27,2002,480000.00005929894
3,2.5,1590,2550,3.0,0,0,3,1590,0,1985,7.454719151,47.687761,-122.38487,1401148800,2014,5,27,1985,487999.9999681098
4,2.25,1940,9144,1.0,0,0,4,1430,510,1956,6.935097537,47.613825,-122.144365,1401148800,2014,5,27,1956,495000.0000432963
3,3.5,1820,1501,2.0,0,0,3,1430,390,2014,6.323712602,47.585627,-122.29196,1401148800,2014,5,27,2014,499950.000016914
3,2.25,1760,4539,2.0,0,0,3,1760,0,1988,7.890107205,47.557085,-122.007748,1401148800,2014,5,27,2000,499999.99995209737
4,2.5,3200,6473,2.0,0,0,3,3200,0,2005,6.872789634,47.499429,-122.110157,1401148800,2014,5,27,2005,515000.0001126629
5,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,7.707146592,47.685746,-122.281589,1401148800,2014,5,27,1926,524999.9998979917
4,2.5,2340,5600,2.0,0,0,3,2340,0,1921,6.470284282,47.500058,-122.357848,1401148800,2014,5,27,2013,535000.0000918141
4,4.25,1960,3565,2.0,0,0,3,1960,0,1940,6.446439749,47.574245,-122.400222,1401148800,2014,5,27,2003,540000.0000195138
5,4.5,4850,40902,2.0,0,0,3,4850,0,2001,6.350037287,47.311491,-122.36281,1401148800,2014,5,27,2001,569950.0001751874
3,1.75,1930,36210,1.0,0,0,3,1930,0,1977,7.625666926,47.760785,-122.130531,1401148800,2014,5,27,2004,569999.9998755903
3,1.75,1850,7735,1.0,0,0,4,1850,0,1983,7.832067101,47.493732,-121.998724,1401148800,2014,5,27,1983,585000.0000298219
3,3.5,2710,3475,2.0,0,0,3,1650,1060,2005,7.926366907,47.493732,-121.998724,1401148800,2014,5,27,2005,627000.0001207337
4,2.5,2740,12899,2.0,0,0,4,2740,0,1990,6.750063348,47.586092,-122.037436,1401148800,2014,5,27,1990,673476.8181882241
3,2.5,2540,7680,2.0,0,1,4,2540,0,1940,7.096806517,47.742239,-122.376608,1401148800,2014,5,27,2001,675000.0000233039
3,2.5,2810,7700,2.0,0,0,3,2810,0,2001,7.031081823,47.557627,-122.151005,1401148800,2014,5,27,2001,685000.0000068201
4,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,7.588853675,47.585627,-122.29196,1401148800,2014,5,27,2014,687999.9999710793
2,2.5,2160,5581,1.0,0,0,3,2160,0,2002,6.818725042,47.669256,-122.008454,1401148800,2014,5,27,2002,714999.9999624863
3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,7.975603467,47.667527,-122.377551,1401148800,2014,5,27,1996,725000.0000128553
2,2.0,1880,5400,1.5,0,0,3,1880,0,1902,7.136924313,47.63281,-122.288511,1401148800,2014,5,27,1902,751749.9999529229
3,2.5,2610,7256,2.0,0,0,3,2610,0,2014,6.205856474,47.675982,-122.193578,1401148800,2014,5,27,2014,754949.9999192157
4,2.5,3330,7399,2.0,0,0,3,3330,0,2009,6.155918917,47.68099,-122.120531,1401148800,2014,5,27,2009,760000.0000080898
3,3.0,2520,2152,1.5,0,0,3,1560,960,1925,6.664515867,47.638679,-122.370946,1401148800,2014,5,27,2006,779999.9999511556
4,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,6.52549683,47.675982,-122.193578,1401148800,2014,5,27,2013,800000.0000274259
4,2.5,1850,50662,1.0,0,0,3,1430,420,1978,7.24211363,47.68099,-122.120531,1401148800,2014,5,27,1978,829999.9998952339
4,3.0,3720,29043,2.0,0,0,3,3720,0,1991,7.909404997,47.675982,-122.193578,1401148800,2014,5,27,1991,856999.9998283049
5,4.0,3720,15200,2.0,0,0,3,3720,0,2005,6.528786741,47.586092,-122.037436,1401148800,2014,5,27,2005,960000.0000262444
3,3.75,3250,5797,2.0,0,2,4,2370,880,1951,6.51444597,47.651371,-122.407349,1401148800,2014,5,27,1999,967499.9999640574
5,3.0,3480,15185,2.0,0,0,4,3480,0,1964,7.977799128,47.567779,-122.232795,1401148800,2014,5,27,1964,970000.0000325964
3,2.25,2510,6339,1.5,0,2,5,1810,700,1932,7.230827194,47.651371,-122.407349,1401148800,2014,5,27,2002,993999.9999655696
4,2.5,2920,7200,1.0,0,3,3,1470,1450,1921,7.007174479,47.585627,-122.29196,1401148800,2014,5,27,2006,1049999.999995679
3,3.25,3790,19000,2.0,0,4,3,3790,0,1985,7.601940945,47.742239,-122.376608,1401148800,2014,5,27,1985,1599999.9999946428
5,4.5,4590,14685,2.0,0,0,3,4590,0,2009,7.925243743,47.675982,-122.193578,1401148800,2014,5,27,2009,1709999.999908323
2,1.0,780,6685,1.0,0,0,4,780,0,1948,6.297798783,47.308286,-122.216812,1401235200,2014,5,28,1948,87500.00000461958
2,1.0,720,4222,1.0,0,0,4,720,0,1942,6.114156144,47.512527,-122.190248,1401235200,2014,5,28,1982,127160.0000192004
3,1.0,820,7680,1.5,0,0,3,820,0,1910,7.068608379,47.544034,-122.349874,1401235200,2014,5,28,2006,150000.00004256354
