date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/5/21 0:00,3,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,945 N 80th St,Seattle,WA 98103,USA,7.000662994,416742.9177311265
2014/5/21 0:00,4,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,1740 216th Pl NE,Sammamish,WA 98074,USA,6.54933207,457893.2088881027
2014/5/21 0:00,2,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,3026 37th Ave SW,Seattle,WA 98126,USA,6.941871956,439819.8833210974
2014/5/21 0:00,4,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,7308 28th Ave SW,Seattle,WA 98126,USA,7.36437052,416429.74970736663
2014/5/21 0:00,4,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA,6.022191172,535153.06319087
2014/5/21 0:00,3,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,6521-6599 S Norfolk St,Seattle,WA 98118,USA,7.118985969,471765.31321562617
2014/5/21 0:00,3,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,11125 115th Ave NE,Kirkland,WA 98033,USA,6.334715093,548915.7935745595
2014/5/21 0:00,4,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,8020 NE 153rd Pl,Kenmore,WA 98028,USA,6.394881087,551708.6770654372
2014/5/21 0:00,3,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA,6.252493825,569698.3687058425
2014/5/21 0:00,3,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,5155 54th Ave S,Seattle,WA 98118,USA,7.650993609,465565.09059032425
2014/5/21 0:00,4,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,4136 258th Ave SE,Issaquah,WA 98029,USA,6.201640176,586185.5233571489
2014/5/21 0:00,3,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,26933 NE Union Hill Rd,Redmond,WA 98053,USA,6.513518135,562492.9415622607
2014/5/21 0:00,3,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,13031 NE 70th Dr,Kirkland,WA 98033,USA,7.749250428,486803.8896261036
2014/5/21 0:00,3,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,USA,6.55493744,575499.8097562045
2014/5/21 0:00,3,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,7913-7935 79th Way NE,Kirkland,WA 98034,USA,7.876421083,488419.592539256
2014/5/21 0:00,4,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA,6.460281066,618589.9013108874
2014/5/21 0:00,3,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,5718 147th Ave NE,Bellevue,WA 98007,USA,7.589631191,536376.2281468364
2014/5/21 0:00,4,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,8410 NE 124th St,Kirkland,WA 98034,USA,6.164480512,660379.6936648403
2014/5/21 0:00,4,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,8537 135th Ave SE,Newcastle,WA 98059,USA,6.152797217,683048.5378177215
2014/5/21 0:00,4,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,16021 NE 203rd Pl,Woodinville,WA 98072,USA,6.040295398,702038.2634087417
2014/5/21 0:00,4,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,3821 39th Ave S,Seattle,WA 98118,USA,6.32686957,680963.4274396413
2014/5/21 0:00,4,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,USA,7.743062271,573941.3198756084
2014/5/21 0:00,4,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,2148 NW 197th St,Shoreline,WA 98177,USA,6.514713721,696478.0004749172
2014/5/21 0:00,4,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,4118 107th Pl NE,Kirkland,WA 98033,USA,6.964372014,673185.9289320088
2014/5/21 0:00,4,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA,6.818178162,696576.2109413613
2014/5/21 0:00,4,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,USA,6.502381584,730406.3363676436
2014/5/21 0:00,3,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,208 N 45th St,Seattle,WA 98103,USA,7.302068968,668999.0636113706
2014/5/21 0:00,4,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,26592 SE 15th St,Sammamish,WA 98075,USA,6.254339501,807105.7240690526
2014/5/21 0:00,4,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,321 246th Way SE,Redmond,WA 98074,USA,7.7568074,712875.2625284902
2014/5/21 0:00,5,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,5558 W Mercer Way,Mercer Island,WA 98040,USA,7.558052981,803437.4057174238
2014/5/21 0:00,5,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,7.930199132,812790.1959406618
2014/5/21 0:00,4,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA,6.865447271,958609.7508019416
2014/5/21 0:00,5,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,13600 NE 36th Pl,Bellevue,WA 98005,USA,7.970443367,829967.4865551022
2014/5/21 0:00,4,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,124 NE 63rd St,Seattle,WA 98115,USA,7.818750477,870367.2146283836
2014/5/21 0:00,3,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA,7.621840275,916888.0771470914
2014/5/21 0:00,4,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,USA,6.075024487,1262029.0580849017
2014/5/21 0:00,3,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA,7.658028199,1049881.6211690807
2014/5/21 0:00,3,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,126th Ln NE,Kirkland,WA 98033,USA,7.688236338,1367867.1409444718
2014/5/22 0:00,2,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,10218 Aqua Way S,Seattle,WA 98168,USA,7.848829445,129665.76031143364
2014/5/22 0:00,2,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,USA,7.397926636,154077.13896244872
2014/5/22 0:00,4,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,13904 24th Ave S,SeaTac,WA 98168,USA,6.349306861,192346.87374829964
2014/5/22 0:00,2,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,309 Hardie Ave NW,Renton,WA 98057,USA,7.326839347,166684.33243251065
2014/5/22 0:00,3,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA,7.974425193,153148.25785641975
2014/5/22 0:00,3,1.0,910,6000,1.0,0,0,2,910,0,1956,0,303 SW 108th St,Seattle,WA 98146,USA,6.637162131,224792.4635154332
2014/5/22 0:00,2,1.0,740,11250,1.0,0,0,2,740,0,1938,0,11050 24th Pl SW,Seattle,WA 98146,USA,7.335396992,218055.48852425857
2014/5/22 0:00,4,2.25,1720,8300,1.0,0,0,4,1720,0,1973,0,31510 41st Ave SW,Federal Way,WA 98023,USA,6.06758407,268387.4035742382
2014/5/22 0:00,4,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,2306 S 284th Pl,Federal Way,WA 98003,USA,7.770230621,213929.71839180184
2014/5/22 0:00,2,1.0,940,8532,1.0,0,0,4,940,0,1959,0,628 SW 136th St,Burien,WA 98166,USA,7.078786407,239570.46553789108
2014/5/22 0:00,4,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,1621 56th Ct SE,Auburn,WA 98092,USA,7.485985153,230662.9113765584
2014/5/22 0:00,3,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,1506 51st St NE,Auburn,WA 98002,USA,6.370148942,275860.2473265757
2014/5/22 0:00,2,1.5,840,867,2.0,0,0,3,840,0,2005,0,9122 23rd Ave NE,Seattle,WA 98115,USA,7.449052275,245924.43719629475
2014/5/22 0:00,1,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA,7.927663158,235356.63655562288
2014/5/22 0:00,4,2.0,980,10640,1.0,0,0,5,980,0,1978,0,17026 426th Ave SE,North Bend,WA 98045,USA,6.208182571,322401.07391594275
2014/5/22 0:00,5,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,843 S Rose St,Seattle,WA 98108,USA,7.867494958,258716.26063514096
2014/5/22 0:00,6,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,555 Index Ave NE,Renton,WA 98056,USA,7.050024677,288715.1420311088
2014/5/22 0:00,4,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,12036 23rd Ave S,Seattle,WA 98168,USA,7.305851565,283248.7089799343
2014/5/22 0:00,3,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,26905 NE Cherry St,Duvall,WA 98019,USA,7.644693902,272469.0759011861
2014/5/22 0:00,2,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,7057 S Lakeridge Dr,Seattle,WA 98178,USA,7.016839766,309370.9274321759
2014/5/22 0:00,3,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,17040 426th Ave SE,North Bend,WA 98045,USA,6.343046094,342287.5122169777
2014/5/22 0:00,3,2.25,998,844,2.0,0,0,3,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA,6.596624709,329129.753944697
2014/5/22 0:00,3,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,14007-14017 35th Ave NE,Seattle,WA 98125,USA,6.360351833,342422.92790601926
2014/5/22 0:00,3,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,USA,7.252334548,303114.089826765
2014/5/22 0:00,4,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,22547 134th Pl SE,Kent,WA 98042,USA,7.530652942,297317.3482741505
2014/5/22 0:00,3,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,12551 Roosevelt Way NE,Seattle,WA 98125,USA,6.148506935,371876.8791406446
2014/5/22 0:00,4,2.5,1980,7403,2.0,0,0,3,1980,0,1988,2000,3002 SW 349th Pl,Federal Way,WA 98023,USA,7.34109828,316312.8466576412
2014/5/22 0:00,3,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,14405 105th Ave NE,Kirkland,WA 98034,USA,6.130201349,385803.9503648424
2014/5/22 0:00,4,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,35650 30th Ave S,Federal Way,WA 98003,USA,7.632760493,311029.2632151109
2014/5/22 0:00,2,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,1523 30th Ave S,Seattle,WA 98144,USA,6.677799997,358911.77519579325
2014/5/22 0:00,3,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,8526 Nesbit Ave N,Seattle,WA 98103,USA,6.525609215,369101.8606429843
2014/5/22 0:00,2,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,15523 187th Ave NE,Woodinville,WA 98072,USA,6.084097157,397002.0974820504
2014/5/22 0:00,3,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,709 N 94th St,Seattle,WA 98103,USA,7.386963804,329736.80198666715
2014/5/22 0:00,3,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA,7.34613736,333416.50994105655
2014/5/22 0:00,5,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,8803 38th Ave S,Seattle,WA 98118,USA,7.559824849,341044.30917543976
2014/5/22 0:00,2,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,2031 S Washington St,Seattle,WA 98144,USA,6.260002962,411858.4701208407
2014/5/22 0:00,3,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,16204 SE 8th St,Bellevue,WA 98008,USA,7.421356771,351978.6841161728
2014/5/22 0:00,4,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,32800 7th Ave SW,Federal Way,WA 98023,USA,7.647011223,345984.10018554574
2014/5/22 0:00,3,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA,7.332286694,370134.44065729383
2014/5/22 0:00,3,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,3742 S 192nd St,SeaTac,WA 98188,USA,7.065513886,391791.80953826255
2014/5/22 0:00,4,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,20301 96th Ave S,Kent,WA 98031,USA,7.397403888,394391.9740462202
2014/5/22 0:00,2,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,2310 15th Ave S,Seattle,WA 98144,USA,6.560734434,444687.5195443989
2014/5/22 0:00,3,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,6527 41st Ave SW,Seattle,WA 98136,USA,6.64387338,440654.6901965464
2014/5/22 0:00,3,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,21013 NE 60th Pl,Redmond,WA 98053,USA,6.24400592,469417.61729969
2014/5/22 0:00,3,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,7202 California Ave SW,Seattle,WA 98136,USA,6.731286026,435436.3148290615
2014/5/22 0:00,3,2.25,1820,8008,1.0,0,0,3,1240,580,1981,2013,17202 NE 134th Pl,Redmond,WA 98052,USA,7.94599719,405587.1122019366
2014/5/22 0:00,4,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,28030 185th Pl SE,Kent,WA 98042,USA,6.489153876,501871.00886903424
2014/5/22 0:00,5,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,16218 195th Pl NE,Woodinville,WA 98077,USA,6.82963781,478837.6706036047
2014/5/22 0:00,4,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA,6.002629589,556112.3015854451
2014/5/22 0:00,2,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,115 Blaine St,Seattle,WA 98109,USA,7.38960514,453937.61698363535
2014/5/22 0:00,2,1.75,2860,59612,1.0,1,4,3,1510,1350,1948,2003,4338 SW 307th St,Federal Way,WA 98023,USA,7.551998021,451902.8305395291
2014/5/22 0:00,4,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,15800 SE 50th St,Bellevue,WA 98006,USA,7.16286115,525708.9788095015
2014/5/22 0:00,4,1.75,3000,42200,1.0,0,3,3,1500,1500,1950,2005,3901 Park Ave N,Renton,WA 98056,USA,7.969724007,498025.4403319616
2014/5/22 0:00,4,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,18504 NE 21st St,Redmond,WA 98052,USA,6.798299781,591326.0166328308
2014/5/22 0:00,3,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,547 NE 81st St,Seattle,WA 98115,USA,7.727697032,526793.1357319747
2014/5/22 0:00,4,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,27318 10th Pl S,Des Moines,WA 98198,USA,6.575608779,623940.1685825114
2014/5/22 0:00,4,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA,7.267392737,581165.2912666589
2014/5/22 0:00,3,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,6619 147th Ct NE,Redmond,WA 98052,USA,7.530851735,563086.174115485
2014/5/22 0:00,4,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,2069 211th Ave NE,Sammamish,WA 98074,USA,6.261659456,688813.5961005609
2014/5/22 0:00,4,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,137 18th Ave,Kirkland,WA 98033,USA,6.42677849,684481.6757475133
2014/5/22 0:00,4,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,2853 234th Ave SE,Sammamish,WA 98075,USA,7.392516729,601157.0269965683
2014/5/22 0:00,4,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,5524 S Morgan St,Seattle,WA 98118,USA,6.574897161,677977.6061215587
2014/5/22 0:00,3,2.5,2670,10496,2.0,0,0,3,2670,0,1989,0,1917 235th Ct NE,Sammamish,WA 98074,USA,7.578611622,588633.601470446
2014/5/22 0:00,3,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,10741 242nd Pl NE,Redmond,WA 98053,USA,6.423500478,697125.7405344736
2014/5/22 0:00,4,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,14623 SE 82nd Ct,Newcastle,WA 98059,USA,6.234244658,723730.2868990155
2014/5/22 0:00,3,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,1330 N Lucas Pl,Seattle,WA 98103,USA,7.906109177,580984.8469474083
2014/5/22 0:00,4,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,1645 219th Pl SE,Sammamish,WA 98075,USA,6.199472309,819720.9547953816
2014/5/22 0:00,4,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,14019 SE 61st Pl,Bellevue,WA 98006,USA,6.014072323,868682.4003694723
2014/5/22 0:00,4,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,3210 NW 58th St,Seattle,WA 98107,USA,6.603993764,827043.1517382324
2014/5/22 0:00,4,3.25,3090,6744,2.0,0,4,3,3090,0,2013,1923,19117-19123 Richmond Beach Dr NW,Shoreline,WA 98177,USA,7.269112316,793371.3082370819
2014/5/22 0:00,4,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,15243 NE 71st Ct,Redmond,WA 98052,USA,7.863375638,785183.7692356748
2014/5/22 0:00,4,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,2432 267th Ct SE,Sammamish,WA 98075,USA,6.104846034,1111384.2261064362
2014/5/22 0:00,4,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,11704 NE 41st St,Kirkland,WA 98033,USA,6.988053082,1019464.3604245188
2014/5/22 0:00,4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,3255 111th Ave SE,Bellevue,WA 98004,USA,6.507545355,1094740.132634529
2014/5/22 0:00,4,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,2603 NE Davis Loop,Issaquah,WA 98029,USA,6.311150119,1129882.1547824256
2014/5/22 0:00,4,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,2646 168th Ave SE,Bellevue,WA 98008,USA,6.273311647,1162654.1476607926
2014/5/22 0:00,3,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA,6.959326412,1140663.6426565256
2014/5/23 0:00,1,0.75,430,5050,1.0,0,0,2,430,0,1912,0,32215 E Rutherford St,Carnation,WA 98014,USA,7.893801545,68761.0859874871
2014/5/23 0:00,2,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,6621 S 131st Pl,Seattle,WA 98178,USA,6.871645286,88862.94872533606
2014/5/23 0:00,3,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,USA,7.310476713,122972.81768907182
2014/5/23 0:00,2,1.0,1300,44431,1.0,0,0,5,1300,0,1958,0,30557 55th Ave S,Auburn,WA 98001,USA,7.795886732,152304.05706284873
2014/5/23 0:00,4,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,USA,6.547997932,207233.71193858387
2014/5/23 0:00,3,1.0,960,9633,1.0,0,0,5,960,0,1982,0,506 Harmony Ln,Enumclaw,WA 98022,USA,7.6769696,192666.2377094237
2014/5/23 0:00,2,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,33023 SE 310th St,Ravensdale,WA 98051,USA,6.419407922,237808.01521155672
2014/5/23 0:00,4,2.5,1810,39639,1.0,0,0,3,1230,580,1970,2014,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA,6.509769259,244929.56489317343
2014/5/23 0:00,2,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,3002 SW Cycle Ct,Seattle,WA 98126,USA,7.021747638,227070.9565777995
2014/5/23 0:00,4,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,1011 SW 118th St,Seattle,WA 98146,USA,7.591317334,218077.88374082904
2014/5/23 0:00,3,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,11405 SE 229th St,Kent,WA 98031,USA,6.796552538,254560.16628159257
2014/5/23 0:00,3,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,21659 SE 266th St,Maple Valley,WA 98038,USA,6.501755178,269232.8432939616
2014/5/23 0:00,4,2.5,1960,9898,2.0,0,0,3,1960,0,2001,0,24330 130th Ave SE,Kent,WA 98030,USA,7.144448577,246519.21645656775
2014/5/23 0:00,4,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,28616 28th Pl S,Federal Way,WA 98003,USA,7.367727054,253243.38457331475
2014/5/23 0:00,2,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,7111 S Ryan St,Seattle,WA 98178,USA,7.939605123,256366.51247679023
2014/5/23 0:00,2,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,USA,7.090862107,292793.4321304953
2014/5/23 0:00,3,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,4602 S Fletcher St,Seattle,WA 98118,USA,7.112874053,310011.05869469215
2014/5/23 0:00,4,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,12413 84th Ave S,Seattle,WA 98178,USA,6.379755351,355206.8939053087
2014/5/23 0:00,4,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,15216 SE 176th Pl,Renton,WA 98058,USA,7.266247882,312804.8958009129
2014/5/23 0:00,3,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,16220 8th Ave NE,Shoreline,WA 98155,USA,6.26221981,379209.03877664293
2014/5/23 0:00,3,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,9245a Interlake Ave N,Seattle,WA 98103,USA,6.301925006,382202.97774128336
2014/5/23 0:00,3,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,8830 Midvale Ave N,Seattle,WA 98103,USA,6.876001999,355226.57661409903
2014/5/23 0:00,5,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,18318 Meridian Ave N,Shoreline,WA 98133,USA,7.899391937,324400.8009694663
2014/5/23 0:00,3,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,8639 36th Ave SW,Seattle,WA 98126,USA,7.095420898,366234.7546010088
2014/5/23 0:00,4,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,16032 SE 170th Pl,Renton,WA 98058,USA,6.936613226,379509.97026417794
2014/5/23 0:00,3,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,227 W Park St,North Bend,WA 98045,USA,6.079860631,445822.6239990925
2014/5/23 0:00,3,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,2460 NE Park Dr,Issaquah,WA 98029,USA,7.496633088,363830.19698734384
2014/5/23 0:00,3,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,12721 83rd Ct NE,Kirkland,WA 98034,USA,6.382527235,435843.04899515497
2014/5/23 0:00,3,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,14222 NE 80th Pl,Redmond,WA 98052,USA,6.219863146,453786.3681721299
2014/5/23 0:00,4,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,16130 SE Newport Way,Bellevue,WA 98006,USA,6.548911625,448598.38992111787
2014/5/23 0:00,4,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,313 Mt Baker Pl NE,Renton,WA 98059,USA,7.913439646,377204.5923999778
2014/5/23 0:00,4,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,749 Mountain View Pl SW,Issaquah,WA 98027,USA,6.365072631,469016.64620394225
2014/5/23 0:00,3,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,1905 NE 29th Ct,Renton,WA 98056,USA,7.350599714,410748.6849332202
2014/5/23 0:00,3,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,USA,6.660808621,458327.84666262113
2014/5/23 0:00,3,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,8030 18th Ave NW,Seattle,WA 98117,USA,7.75579644,402411.4910795081
2014/5/23 0:00,3,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,825 NE 63rd St,Seattle,WA 98115,USA,7.2411004,432888.80078090454
2014/5/23 0:00,3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,6617 Beveridge Pl SW,Seattle,WA 98136,USA,7.617726528,413802.1775816961
2014/5/23 0:00,4,2.75,2430,20720,1.0,0,0,3,2430,0,1967,2011,14951 NE 204th St,Woodinville,WA 98072,USA,6.501126739,485735.6943314048
2014/5/23 0:00,3,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,6605-6609 141st Pl NE,Redmond,WA 98052,USA,6.881304491,460551.32475299865
2014/5/23 0:00,3,2.25,1670,1596,2.0,0,0,3,1220,450,2002,0,3019 30th Ave W,Seattle,WA 98199,USA,6.38080488,536975.978020249
2014/5/23 0:00,2,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,5906 44th Ave SW,Seattle,WA 98136,USA,6.438224159,542725.3153685958
2014/5/23 0:00,3,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,7717 35th Ave NE,Seattle,WA 98115,USA,6.684638974,533883.7857273606
2014/5/23 0:00,4,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,7532 44th Ave NE,Seattle,WA 98115,USA,6.399581768,561905.419987021
2014/5/23 0:00,3,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,10526 157th Ave NE,Redmond,WA 98052,USA,6.643409481,546388.693718635
2014/5/23 0:00,4,3.0,2830,213879,2.0,0,0,4,2830,0,1987,0,34422 176th Ave SE,Auburn,WA 98092,USA,7.178103558,519772.0757144869
2014/5/23 0:00,3,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,919 N 33rd St,Renton,WA 98056,USA,6.441723107,579294.7337384088
2014/5/23 0:00,3,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,11815 SE 56th St,Bellevue,WA 98006,USA,7.682826806,485713.9652550616
2014/5/23 0:00,3,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,USA,6.474216143,578483.3018378122
2014/5/23 0:00,4,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,1962 SW 172nd St,Burien,WA 98166,USA,7.051931956,533805.3704610484
2014/5/23 0:00,5,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,739 SW 337th St,Federal Way,WA 98023,USA,7.891751537,478013.6870600219
2014/5/23 0:00,3,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,5410 Greenwood Ave N,Seattle,WA 98103,USA,7.439905095,528931.6341779021
2014/5/23 0:00,3,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,7705 13th Ave NW,Seattle,WA 98117,USA,6.397338503,620433.842296839
2014/5/23 0:00,3,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,427 N 63rd St,Seattle,WA 98103,USA,7.634896023,532307.5664267568
